1000, 0.05101, 0.005
2000, 0.04365, 0.005
3000, 0.03680, 0.005
4000, 0.03782, 0.005
5000, 0.03419, 0.005
6000, 0.03305, 0.005
7000, 0.03423, 0.005
8000, 0.03054, 0.005
9000, 0.03173, 0.005
10000, 0.02911, 0.005
11000, 0.03671, 0.02
12000, 0.03471, 0.02
13000, 0.02930, 0.02
14000, 0.03131, 0.02
15000, 0.02840, 0.02
16000, 0.02972, 0.02
17000, 0.02618, 0.02
18000, 0.02771, 0.02
19000, 0.02506, 0.02
20000, 0.02362, 0.02
21000, 0.02304, 0.02
22000, 0.02478, 0.02
23000, 0.02628, 0.02
24000, 0.02727, 0.02
25000, 0.02347, 0.02
26000, 0.02248, 0.02
27000, 0.02267, 0.02
28000, 0.02202, 0.02
29000, 0.02141, 0.02
30000, 0.02526, 0.02
31000, 0.02809, 0.02
32000, 0.02472, 0.02
33000, 0.02143, 0.02
34000, 0.02180, 0.02
35000, 0.02054, 0.02
36000, 0.02278, 0.02
37000, 0.02340, 0.02
38000, 0.02102, 0.02
39000, 0.02064, 0.02
40000, 0.02416, 0.02
41000, 0.01968, 0.02
42000, 0.01953, 0.02
43000, 0.02126, 0.02
44000, 0.01997, 0.02
45000, 0.01785, 0.02
46000, 0.01773, 0.02
47000, 0.01855, 0.02
48000, 0.01862, 0.02
49000, 0.01967, 0.02
50000, 0.01970, 0.02
51000, 0.01833, 0.02
52000, 0.01881, 0.02
53000, 0.01991, 0.02
54000, 0.01718, 0.02
55000, 0.02198, 0.02
56000, 0.01826, 0.02
57000, 0.01741, 0.02
58000, 0.01856, 0.02
59000, 0.01707, 0.02
60000, 0.01946, 0.02
61000, 0.01798, 0.02
62000, 0.01730, 0.02
63000, 0.01858, 0.02
64000, 0.01719, 0.02
65000, 0.01786, 0.02
66000, 0.01688, 0.02
67000, 0.01665, 0.02
68000, 0.01666, 0.02
69000, 0.01714, 0.02
70000, 0.02424, 0.02
71000, 0.02034, 0.02
72000, 0.01711, 0.02
73000, 0.01651, 0.02
74000, 0.01775, 0.02
75000, 0.01667, 0.02
76000, 0.01765, 0.02
77000, 0.01788, 0.02
78000, 0.01649, 0.02
79000, 0.01622, 0.02
80000, 0.01760, 0.02
81000, 0.01669, 0.02
82000, 0.01626, 0.02
83000, 0.01459, 0.02
84000, 0.01595, 0.02
85000, 0.01716, 0.02
86000, 0.01485, 0.02
87000, 0.01588, 0.02
88000, 0.01599, 0.02
89000, 0.01546, 0.02
90000, 0.01577, 0.02
91000, 0.01520, 0.02
92000, 0.01699, 0.02
93000, 0.01671, 0.02
94000, 0.01617, 0.02
95000, 0.01454, 0.02
96000, 0.01594, 0.02
97000, 0.01483, 0.02
98000, 0.01495, 0.02
99000, 0.01491, 0.02
100000, 0.01429, 0.02
101000, 0.01685, 0.02
102000, 0.01602, 0.02
103000, 0.01568, 0.02
104000, 0.01643, 0.02
105000, 0.01478, 0.02
106000, 0.01549, 0.02
107000, 0.01568, 0.02
108000, 0.01439, 0.02
109000, 0.01577, 0.02
110000, 0.01499, 0.02
111000, 0.01515, 0.02
112000, 0.01383, 0.02
113000, 0.01382, 0.02
114000, 0.01584, 0.02
115000, 0.01637, 0.02
116000, 0.01484, 0.02
117000, 0.01600, 0.02
118000, 0.01592, 0.02
119000, 0.01462, 0.02
120000, 0.01502, 0.02
121000, 0.01490, 0.02
122000, 0.01532, 0.02
123000, 0.01489, 0.02
124000, 0.01514, 0.02
125000, 0.01423, 0.02
126000, 0.01565, 0.02
127000, 0.01509, 0.02
128000, 0.01414, 0.02
129000, 0.01466, 0.02
130000, 0.01508, 0.02
131000, 0.01453, 0.02
132000, 0.01381, 0.02
133000, 0.01369, 0.02
134000, 0.01464, 0.02
135000, 0.01464, 0.02
136000, 0.01549, 0.02
137000, 0.01312, 0.02
138000, 0.01411, 0.02
139000, 0.01404, 0.02
140000, 0.01435, 0.02
141000, 0.01474, 0.02
142000, 0.01396, 0.02
143000, 0.01314, 0.02
144000, 0.01364, 0.02
145000, 0.01458, 0.02
146000, 0.01299, 0.02
147000, 0.01372, 0.02
148000, 0.01389, 0.02
149000, 0.01564, 0.02
150000, 0.01488, 0.02
151000, 0.01403, 0.02
152000, 0.01414, 0.02
153000, 0.01302, 0.02
154000, 0.01332, 0.02
155000, 0.01388, 0.02
156000, 0.01473, 0.02
157000, 0.01373, 0.02
158000, 0.01287, 0.02
159000, 0.01281, 0.02
160000, 0.01351, 0.02
161000, 0.01374, 0.02
162000, 0.01376, 0.02
163000, 0.01396, 0.02
164000, 0.01384, 0.02
165000, 0.01383, 0.02
166000, 0.01451, 0.02
167000, 0.01344, 0.02
168000, 0.01359, 0.02
169000, 0.01243, 0.02
170000, 0.01302, 0.02
171000, 0.01361, 0.02
172000, 0.01321, 0.02
173000, 0.01300, 0.02
174000, 0.01323, 0.02
175000, 0.01244, 0.02
176000, 0.01380, 0.02
177000, 0.01482, 0.02
178000, 0.01621, 0.02
179000, 0.01377, 0.02
180000, 0.01514, 0.02
181000, 0.01386, 0.02
182000, 0.01416, 0.02
183000, 0.01308, 0.02
184000, 0.01299, 0.02
185000, 0.01334, 0.02
186000, 0.01231, 0.02
187000, 0.01346, 0.02
188000, 0.01353, 0.02
189000, 0.01342, 0.02
190000, 0.01254, 0.02
191000, 0.01281, 0.02
192000, 0.01285, 0.02
193000, 0.01297, 0.02
194000, 0.01378, 0.02
195000, 0.01304, 0.02
196000, 0.01271, 0.02
197000, 0.01325, 0.02
198000, 0.01368, 0.02
199000, 0.01263, 0.02
200000, 0.01256, 0.02
